Country,Region,Year,Water Source Type,Water Treatment Method,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Diarrheal Cases,Cholera Cases,Typhoid Cases,Infant Mortality Rate,Access to Clean Water (%),Sanitation Coverage (%),GDP per Capita,Healthcare Access Index,Urbanization Rate,Rainfall,Temperature,Population Density
Country C,West,2019,Piped,None,49.04832905889022,7.329749960049379,1.1062767900229398,3.7602485680280946,44.92818729183682,19.303278829276678,271,109,4,8,14.460228276810577,42.561963620380325,47.56949395696756,7243.634787386606,69.52517606386654,72.33178868406299,723.8668346522954,38.25531497723442,311.7981254617028
Country B,West,2019,Well,Filtration,57.80421078669975,8.525848590370698,9.259914407459993,10.122992216125459,12.396739500248122,1.018764503759788,11,0,15,5,41.11806178180747,85.37865892802049,91.60375316342561,18707.64239652846,58.40017393133709,41.3600741706651,1775.7833511277513,36.45030235171668,4136.113265777605
Country C,North,2018,Piped,Chlorination,86.10549547798956,7.1588639426397975,3.8912163505353803,9.930872518953379,29.162062713887003,8.619123296256937,425,93,13,22,8.332017738398578,43.56914005014197,30.68498750066056,19953.261938365482,64.4700145829914,62.19392883890734,1500.6937675692652,17.32654540455309,1991.3419130600225
Country B,South,2018,Lake,None,58.1680721129988,5.899287389781181,7.147000800184774,2.758322562681969,44.25019243609176,11.537735034061134,392,46,17,19,11.925796819529804,42.95019180606447,57.16854577067977,1696.3440087426284,91.30308336796752,68.24391623312579,1395.4232988055396,37.16227626985577,3645.6015944015344
Country A,North,2023,Piped,UV,60.36796695515873,7.371895778543081,4.015318345400241,11.315499068541117,38.15895701205702,7.990673733134425,466,119,5,29,29.59451341856764,78.80959212717967,46.29941420006163,4913.768774909551,3.9801982548558823,28.720182300698216,1054.2595638295459,36.255980935155705,4045.559448654612
Country C,South,2020,Lake,None,98.27675430984056,6.563212855159003,9.764176884522033,3.013525127546304,25.872519490813406,19.82977321130104,399,114,18,5,46.12427875383347,40.685468418194134,81.31832907263673,18060.766287385275,49.04782513073954,56.63532835143798,1306.4458685854345,31.379281833108568,4607.46829107234
Country B,Central,2023,Piped,Filtration,64.05088933777694,5.429616731262993,5.5733959830353,8.221955564085924,12.378687931966754,1.9953993025591243,167,6,0,9,5.028529384099767,83.21372846280644,94.23647867295907,3910.9630214411336,5.025301604659182,79.20374014803802,786.6491686696982,38.708820425711544,1126.8729072703554
Country B,Central,2019,Well,None,8.851732645102107,5.157514928285115,4.378872571109244,11.047838377166787,4.862412839351565,17.20268399308147,1,72,6,2,43.32985409006826,66.87610150885301,49.04962978729864,14356.869833158746,87.39241294515894,71.11889314881927,2716.173379227025,23.318623070633222,1800.5560236883337
Country B,East,2020,Piped,Chlorination,57.28622042096961,8.894165239923566,4.725531224912184,4.18227722869573,20.562688002022178,9.411523811724862,297,60,15,1,41.29412084468997,94.81888606680495,92.39452312896589,3809.809497375734,26.087819044739835,14.991431584219779,2406.7885413439676,19.79172899666992,4849.010916692064
Country B,Central,2021,Lake,Boiling,48.43880768545975,7.3431953396569565,6.820871293334866,3.969861465873106,40.8164145165024,14.74218718681385,171,72,10,21,16.23345817063157,94.73833399216402,32.405195521271956,18060.367097953473,23.500293609431864,49.73183358772388,2128.6023515694606,10.53001670577374,4934.430433140629
Country B,East,2018,Well,Chlorination,95.39967872992119,7.79670757807429,1.3741422985323914,11.427456318362562,3.7598092895449744,1.0456604099038502,291,46,2,28,32.660927228003835,68.93783160696285,51.05385271135658,12842.762515116878,43.82308796241803,80.79453332359266,2090.9493181878497,39.8347221085391,2327.2905295344663
Country C,East,2019,Piped,None,61.622228514268365,5.8577919724838905,0.4715529414349784,3.9804982290474693,49.70881544610002,14.407953050432925,338,76,9,7,48.61997002837721,50.16368857959132,83.0763693509241,1247.404151090419,99.08330881413642,10.321654237659166,680.672875792352,32.99789277244785,643.2038757325564
Country C,West,2019,Piped,Chlorination,90.45571430863947,6.215728920946514,7.8866693804178025,10.634839440131067,46.53516859238751,3.0266995428487142,402,36,13,2,6.402656007335855,99.1216991452707,95.46582187676411,7194.146074763713,20.634571129221957,79.71406597659086,1061.8160146828118,11.021349597310019,4863.995043172363
Country A,Central,2023,River,UV,35.48475146197181,8.651156229581701,1.1957633770090104,10.780814507198965,8.338753925722802,19.645745434759437,464,107,18,15,15.295834711872919,64.12620242113925,31.862765150989976,9442.128523386571,18.285340890105417,81.80693431929154,793.6736770302118,33.92269231455309,1861.366228284624
Country B,South,2022,Well,Boiling,45.44605132137723,6.438386746462706,4.5296993385788635,10.17699799334476,5.940076231599112,18.974034293413084,427,130,15,27,39.83920257185197,45.26554635095286,46.12407411159796,5875.2976801606765,5.488517444993857,60.05877791953799,2400.784801581985,26.07865317350829,2002.1527857175809
Country C,West,2022,River,Boiling,71.17605641495048,7.335625193367354,9.365729575534035,7.357645301921108,25.17160293064827,18.51498523846274,140,93,16,22,4.985791815222634,62.281284562338804,58.43669407215236,16225.231519316347,84.7282194345865,71.6323959206277,1197.4290953281734,30.978639415891866,3661.632708274198
Country A,West,2018,Spring,Filtration,46.41829140658601,6.19288844761302,7.583055575023891,4.9765952610442215,28.179415688520805,17.608752591080126,455,95,19,18,13.638772261424348,44.42296598462646,74.62922250735137,5593.230216255791,19.56836705502184,58.855072359865666,2710.1479156559985,25.36283362301115,4653.097235498775
Country A,South,2021,Lake,None,88.33372227472846,7.298098357039402,2.181069749733414,8.342879349567738,24.214823467148722,14.352092830767646,308,67,3,19,14.092156323172594,60.505414875307906,54.296049150907066,15757.971682588462,5.910324756959707,36.020430984066,796.9978214846556,19.770838454111015,272.23329060276166
Country B,North,2023,Lake,UV,94.59349522110439,8.047759194885908,4.584076667475695,9.970050468106447,15.487952653489895,17.356541870368645,249,60,15,3,8.077349864664573,80.1653039576954,43.68200285604129,1973.1107715368457,53.57571464298346,53.1128656984292,2797.7453521483208,37.47524612986385,2474.09206551441
Country B,West,2019,Lake,Filtration,71.51462334147259,6.609079473960524,8.460961799669487,8.168929643957977,36.6623562325512,4.3467945760319315,105,34,9,20,8.98607111631557,48.11844072585597,74.46463388913008,2960.5822016168104,59.51703940053464,33.16795870135871,573.2750113833844,14.871452606692984,1788.6486225369235
Country B,North,2019,Piped,UV,75.47381268164078,5.964920422271415,5.080849903697937,11.266223705640297,42.44931137452511,16.849516311048067,188,24,5,23,31.366148677700156,51.958368299024215,82.66426052920977,3442.003433269557,58.74012323694878,65.2435646228036,2404.857442563736,11.676176838479025,2830.321457808165
Country B,West,2022,Piped,Filtration,6.025676626091025,8.81612091871794,9.84655499898454,3.76875149477112,16.114496199209388,16.855680163883736,10,86,17,21,0.2397006520690692,57.25522936582702,68.89211501514924,8772.871574056233,37.71603483718381,18.98050223497873,2192.7400943392367,12.18983689203878,4888.937362249095
Country C,North,2021,Piped,UV,98.45852627063854,7.947074802017206,8.510680783560389,4.228576705188137,9.58870439985971,1.6691497745569461,81,87,4,15,35.38252518858038,59.487880245620566,81.78447694991812,11787.271454076872,83.96588946516634,21.20890654718587,553.6346958191239,26.90827815712516,336.39238425244224
Country C,Central,2020,Well,UV,37.75769758315152,8.857704270993686,5.492257339525482,11.026074807133732,31.629827425268452,19.92075584482306,50,51,10,21,2.0916519708050085,77.00662262535309,73.31863441322112,12791.40766505753,85.57125541117601,70.46923170943198,1806.4153629057519,17.881731821553693,3596.6243029345555
Country B,South,2019,River,Boiling,33.97329807967358,8.72571050842371,7.18931229844401,11.118337315343778,31.700904453527784,5.992408450319293,209,101,19,0,12.713564973130232,60.12180023200033,33.86573881789224,4382.844037184229,37.94379918088627,64.00713636492375,1008.4521276910684,19.18772018298457,2626.8663984294203
Country C,North,2021,Spring,Filtration,5.683277038991575,7.014376055880012,8.131611031299734,7.013773535535,8.424028755926788,11.316637810564771,231,98,18,19,19.987574953620058,69.52186164854372,84.71141152230291,12173.837908610141,37.758929331654656,72.061903910498,2677.183059463601,11.040995138953008,2998.972162595635
Country A,South,2021,Well,Chlorination,91.96499793830966,6.6103979514203175,9.365657865111789,9.165758994629702,46.19618456162159,8.41015584926631,361,89,5,24,45.621121063029854,42.01756655026729,39.66750776502358,9610.794409764523,40.79073676091196,86.8855227615681,2495.5143581552575,19.15868378754425,3433.0367557546742
Country A,North,2020,Well,None,63.34925312610409,5.549237457537702,3.3572571141283336,3.9744250805600583,3.6324874111826055,12.255831377241101,133,6,5,7,33.28872251881327,84.09620017465842,56.821819435119735,14738.935169072218,12.456023128085947,80.39722621810897,2160.774338626122,38.5489044428987,2371.7787878545387
Country C,East,2019,Spring,Boiling,79.8343990075253,7.871045211887324,5.18060119034083,9.359865430947128,20.33575734400649,18.063445319522707,150,87,2,7,38.349910359225994,40.803960101357845,85.25438428820438,3452.51037145829,5.973390189081007,83.11660197330089,2663.6725144759644,19.148582248448072,2673.1527029996373
Country C,East,2022,Piped,Filtration,86.47723234852734,8.672485404121787,4.70290409565469,2.8542178844040107,34.46285777825723,19.352169749226494,412,47,4,5,5.034098259008829,53.64053933236978,34.73149739728152,11527.581688837647,46.618790074610175,81.47156344213286,1343.9868450511526,24.74336858187688,1665.2279963302012
Country C,South,2020,Piped,None,66.60278639439251,6.049732605717869,5.932613772836605,8.986488936561418,25.989956606746073,4.989668883242542,424,121,19,28,6.554654321677994,89.73006557434232,79.73017956192606,16679.69866548096,56.64240220264687,26.220355685054876,1864.6582949884053,28.293103610191498,647.3558252780758
Country A,South,2019,River,Boiling,14.824232397350823,5.384142094715573,4.401706216062542,7.679101755765058,38.35276925650404,1.0602572472998673,50,71,18,15,2.222230463462649,53.20749508419214,54.20777112726962,8370.821827522788,91.19721371840623,36.96237547229488,2131.5608536520704,26.708946193416367,4524.781616241617
Country C,North,2021,Piped,UV,26.484512237794522,7.222721911608003,9.808816010424112,7.999832693640399,25.625969640688258,5.049469795823887,289,61,2,17,27.059517802224054,42.455514222558975,56.35770198947603,9264.244692188115,82.05786739920975,45.20020636105238,986.6313927279969,37.81556032115779,1796.2562194831146
Country C,Central,2018,River,Boiling,87.58891875704666,8.204985381387191,3.3985317277291105,8.499296768159999,12.884263823710452,2.7301971690916327,275,83,3,0,21.538510370595404,99.08925773837515,81.82830526357483,19485.063027107844,78.10978281383309,21.044373976034016,2356.3772858196135,26.021683701200363,858.9485140074075
Country A,South,2021,River,Boiling,64.41771956374662,8.348933104563447,1.7512736358926884,7.153373465960213,44.863373209682,3.029927324234505,75,41,10,14,3.2941263152171665,87.98540222452607,37.65240243907633,15447.847505624868,13.597262866913551,89.32483622429528,2145.842690714624,33.843034971603046,1906.0564981287416
Country C,South,2019,Spring,Chlorination,53.91537982736575,5.542343713952044,1.0298351548973905,3.3922176132271114,29.768425194451027,3.66874700183512,14,74,2,20,46.85872807429948,79.0985787174278,38.25898861116792,14045.50090721624,13.886608259874977,67.7818908999646,957.7997093925412,14.959497240825062,605.1730197445393
Country B,South,2023,Spring,UV,40.56411397099268,6.265398759309194,5.596280446166141,9.45629880119801,37.1222257005127,9.166184663585565,444,84,4,14,1.2176631422792406,59.760082632979405,49.27022184164351,3898.536243299047,64.8440584571586,34.539791655795035,540.1731761743821,17.218506244036398,4856.092029501082
Country B,Central,2018,Lake,UV,24.04624991734495,7.135830400238423,0.4431220733110208,11.510216620638102,13.799363890037618,16.29615661954712,308,47,4,26,36.44600363041111,95.83115184050556,73.56429769356711,14784.585715636078,25.910850009939768,29.887384642291394,2519.230576010445,28.788349597418254,1279.1826506488267
Country C,South,2021,River,Filtration,8.106463532362385,7.999778595378229,0.544248430301637,7.9626152914968165,10.325599298930305,8.451282642391613,395,73,8,10,47.944110825752325,54.62704872247149,53.50609058390498,3350.9566771646805,83.71434767558125,88.56387363798123,834.3569702381255,17.610228600625206,4926.529599685907
Country B,North,2022,Well,Boiling,49.36230093624526,5.609630063228002,6.63707823876627,5.028710399198012,18.714971231939376,8.974337088237327,125,1,7,25,46.60554774776212,65.9143205889365,34.55048614831579,8893.326961954659,52.23891210303782,26.243435036414333,1229.6644574192255,31.65659935524694,2589.9596114484484
Country B,Central,2020,Well,Boiling,9.749511298076818,5.900653917148755,0.003031919204645739,11.461574528255014,16.749541269497236,8.328247273280805,244,80,14,18,35.0506609850659,66.44100737270901,57.12156900130701,19225.925793325998,4.402394731216541,40.05983099323194,1541.2727561942131,23.205019369265,4623.162794847402
Country C,North,2018,Lake,Boiling,45.29983703361907,7.50905729548273,6.886323376220664,2.9223366084323614,16.207734912870375,0.5022574205592067,496,118,11,5,31.87308033690348,48.51220199746525,38.44719158530769,6136.529784530455,30.58127812875985,87.13052778534848,2032.0258026912181,10.606184893080743,618.7205565051263
Country A,North,2022,Piped,Boiling,28.60381730892111,6.8722266126253295,6.2970872750038085,8.636217786163318,33.83191517610008,17.7131631665947,71,31,8,2,44.25864966044685,82.1123423907932,51.921395718738296,7069.98697697802,86.57114380154475,26.92835947966584,1454.5574936076014,36.44445026021876,102.99684725259218
Country B,Central,2020,River,Chlorination,18.66161264168604,8.749297822273288,9.649914228707877,8.585575678382934,27.964303981778876,10.490640482750294,408,90,0,25,28.622039413348617,42.84987461732124,49.10213459552726,9147.483639423383,96.24173958673973,74.98799617227223,1719.2919151759827,11.004060317674757,112.40616158740548
Country C,East,2022,River,Chlorination,74.81018686209316,8.34261103234898,4.43081351866089,6.138566510177311,35.98218966425108,17.831561734774255,303,59,8,14,49.154102555021204,80.33569058633518,95.68300002713805,10552.35097452192,43.611493768941735,11.203437916942613,2092.0863567029896,37.241900767714256,4498.827270070655
Country A,North,2022,Lake,Boiling,75.0676666921994,6.801714179811403,4.8495808544242855,5.696551286634526,27.20832924897078,8.182092562590558,372,51,9,18,11.934685887167785,94.09316939159534,41.92850825803383,14048.315637028241,22.34591129645014,66.74199962765968,1796.8967422960384,18.122427516596968,515.7993151122328
Country C,Central,2023,Piped,Chlorination,50.5245445177983,5.787699559756492,3.103152960069746,8.178869910762165,20.608181982820977,12.170422843580273,468,50,12,7,44.44746968651888,95.26195368019413,64.10354983450742,7588.906870802387,55.47234933176538,36.44813509135275,2987.6277976924557,24.754608134620295,4224.430567050487
Country B,South,2019,Lake,Chlorination,47.44126578877081,7.449791369421612,1.4378542170222497,9.723834365801164,21.286967041468884,9.635354316838072,387,112,9,20,38.33666169751062,90.14765918528288,86.15421714880108,15824.058754725786,41.95787524114214,15.950096720325986,832.8644310176265,14.655565362371899,1184.8030736007584
Country C,West,2018,Piped,Chlorination,8.240555890725554,5.117065768609768,2.2032092339026166,6.618219940702551,7.792307909706625,16.319777342457932,239,56,8,23,46.6283233708584,61.57980845407724,45.81581877981882,5099.918870109255,96.40786638254683,43.01751763682988,2987.107556159869,19.777944274599847,1006.9477378026546
Country A,West,2018,Spring,Filtration,46.41492692473683,5.0332111876826,2.063825991381123,10.435570842857956,5.542503320494635,13.062076212775786,442,79,19,7,23.479679621256366,82.5871982406434,89.02693729423578,18766.617874810567,16.770504781529873,39.642384742295604,1646.6897787529479,39.09859231301253,917.6472915862573
Country A,West,2019,Piped,Chlorination,30.780559928932018,7.434467122671478,3.28865761504281,2.326076552111968,28.0597171458578,12.800777613223776,288,71,11,23,6.148424683420389,41.02505319478519,56.21765981484151,9377.01767319137,86.88242681282814,13.584270432412229,2012.0273759298702,27.301123923528472,10.392141799565003
Country B,East,2019,Spring,Chlorination,80.72805422542703,7.144890967684514,3.0376671335153196,10.590007870821788,36.02699407412751,9.868016112618287,170,41,5,25,29.900004173316574,44.708698742206906,60.622554172879525,14052.029054886081,47.92588294193884,57.62465289029662,1217.5739067597588,27.833435437680123,4212.308191828169
Country B,West,2022,River,Filtration,95.43165837440398,6.986673981647728,7.033158702097743,11.879938822920737,11.340015529922104,0.4109930458102262,346,66,0,11,8.638139335481071,67.2974226996086,46.32423934726006,13026.653047500396,55.97531406191053,61.80016262572008,1360.24469628217,13.728968424013388,1728.0386434744944
Country A,North,2019,Well,Chlorination,43.80007152832258,7.326426244720661,9.81082069349268,3.7689580212630918,42.90618939783465,9.88706587119491,40,63,3,2,29.677155470218743,59.94224568478891,69.80415521134407,17198.06716594162,42.313315557977425,17.710157723806503,2887.5137092815803,15.621395774970823,1745.613012103318
Country A,East,2018,Piped,Boiling,65.73544136225632,6.045997364056228,9.71604732517848,3.1696495786704366,8.98913556100085,17.95494394755751,191,96,16,24,39.761169881246836,86.89376547834932,98.89556074221863,2779.049235029941,5.071573609807867,88.39177880284124,1721.3045974784523,23.455346486974726,4520.621759915022
Country B,South,2021,Piped,UV,74.46870681718006,6.520683090595972,9.511272532777951,11.561526707925186,16.748816387373573,19.420364075725637,330,85,14,6,34.68986834813874,59.19217299469254,95.87970273407298,4292.769353648802,94.70510701103011,62.652485345186705,676.4747239310391,13.112107356354663,3338.040075323066
Country B,East,2021,Lake,None,28.178717805098465,7.319929066890895,7.617868465130618,2.2162899142334807,35.456185348049765,2.1404835755160523,98,44,8,13,9.745397766680503,49.871974308540416,49.483338476347285,16947.333259058618,69.99481822670987,69.20927809542388,652.547212409061,25.565176436584483,2490.261421946962
Country C,North,2018,Piped,UV,73.81491748607772,8.518998007619828,7.906859515495837,4.995311802553861,27.158610760186345,17.147582416044003,61,5,17,5,14.11945786246136,95.99986523509625,90.45530561742648,3543.1973709796307,67.45561698197359,54.10018430476868,2020.9456077217137,25.5883433114738,417.25612835172717
Country A,West,2018,Piped,None,7.106195210893862,7.646596260275924,7.881781083718778,8.225578615268848,44.437583713612824,5.3290781906592555,355,76,18,4,11.3127862974999,41.94052104005102,42.23813527376165,2118.9432483242845,10.647316637945803,88.52125798442484,840.0052361595507,16.228504319835345,3075.5973220853416
Country B,North,2022,Well,Boiling,79.06213818871207,7.142864835971402,5.915238231756125,6.668218535766551,3.4170308633447277,7.8859761323503825,383,44,9,22,42.37569318475491,56.2291096721714,92.3456405167,7905.692375692865,59.610144187002746,36.39475826180533,1445.343097000341,29.7066235756973,1601.9717892543529
Country C,North,2022,Well,Chlorination,77.95846772656446,7.452962127988039,7.565730319209031,8.466054140226415,35.22837619443327,8.503945867199645,390,52,10,18,18.73885509824972,73.33969571160043,72.79750561075646,7778.941977015622,47.03960610815672,69.51089477592629,2933.0053970981817,12.498669503734714,2511.076824608656
Country A,West,2022,Piped,Chlorination,86.27050969216464,8.212138776450281,4.040055971280452,3.672748557033769,0.6729654189110812,19.01911806084247,34,29,1,22,48.27291606998777,92.98149969201685,89.5147796054423,18528.374274512564,91.55748920411571,56.304602310670674,905.6493090481054,29.770310283301498,643.2360702461241
Country A,North,2022,Spring,None,39.74606260906306,8.875620410735216,6.709955094647229,10.608132451104593,32.92317778192751,2.1421983376341913,233,33,16,26,40.90706132664536,81.14867061034121,31.848534431679482,13160.204448927572,61.21181489258246,33.42394154567452,2600.682596214344,22.3044362392339,810.0646042361025
Country C,North,2019,Well,None,90.92600993918576,5.415731833384644,7.622745953961704,4.800471155690547,3.436535547830688,16.057497463336723,408,36,0,3,2.233376937657244,78.39704024630632,39.48236339702835,4394.388101049319,63.16405767681641,41.42883682700841,2611.3656419422596,21.715576463733143,4122.585646174109
Country B,East,2022,River,None,35.07563305553562,5.438987015978882,1.141209710169645,2.5016580227163114,9.448412807268525,2.386150050646958,486,126,13,8,42.786049358884064,97.79582435368795,55.24404286643835,1941.5463954268453,11.871557783557375,48.603833976595084,1927.0095023218998,38.177025595574776,2210.3757088459006
Country A,East,2019,Lake,Boiling,27.737905348526315,7.081877126092973,2.759584622968484,8.699778521924735,15.353140746531768,7.241072695160202,225,89,5,7,29.1961828752746,40.093770664705914,31.77682420996619,1440.1001119976545,8.816929775499638,33.08889279809222,2966.473073392843,22.341760170348135,1690.828224872523
Country C,Central,2023,Lake,UV,63.80056724437358,6.489624889106398,5.075075057350594,5.504146158137448,25.91037327301271,7.17882570482457,43,47,4,25,24.352790493829197,97.9667157309238,68.14575317326025,10878.579399947088,81.34205338952472,67.09434864353169,1594.0272231881981,33.8230141901025,912.621999914095
Country C,West,2023,River,Chlorination,27.688152245346732,7.970276996957304,6.4415026906338095,9.266043413963745,7.163119615081897,11.752656109188917,392,93,15,9,47.95908897583969,86.49358718258213,61.06319371335846,8837.993911428688,33.748991246470325,82.7641410872793,2161.4694431613916,21.484134593455813,4184.936356195876
Country B,West,2023,River,None,24.28813904916014,5.9892018316711875,2.42045066529178,11.135515569442106,36.9660439174686,16.85028357603578,358,103,0,4,27.00806398899158,89.99833042133659,48.73615955651591,13449.490881536583,69.3820151918769,64.97541930878171,1382.31061459285,10.99585380900658,3546.9080474573675
Country B,West,2018,Spring,Boiling,5.5303893473235055,5.841312226985433,6.191036103748387,7.511577011331137,4.523326449352016,19.270523315958343,469,63,1,18,19.722988855914014,99.34183203615504,60.494349223389904,17493.297527760697,15.90659786468791,61.70452359975707,2002.8197355702794,35.601008604127536,1918.635924748141
Country C,West,2020,River,Filtration,16.215739080049918,7.050286090463738,6.19614070667589,11.976372514060396,30.556206503838474,14.4624445158963,374,49,16,13,8.506401339564135,70.37552879104722,73.31964140796978,14608.040803955839,13.377997959061972,48.19220283855128,2333.835145566834,39.28409406208941,3630.829821332837
Country C,East,2018,Spring,None,95.33372001206976,6.044002118861607,5.472977026419244,3.2004586633894867,42.27815415546675,1.6394889475033914,22,65,17,5,16.182706810909448,80.40214704908928,94.200327243073,2073.032814664568,10.162324392819444,16.826489400284323,2051.424865500473,15.17972633800883,2774.309515702272
Country A,Central,2019,Piped,UV,27.530345426716075,7.507013216285802,8.832650213465948,7.21022564896982,15.501739713975931,16.056235194213926,191,94,14,1,36.75379984716061,54.16531191653689,87.55181835124131,1070.790652596759,33.70060166656007,37.19601979116224,814.7400498669581,36.43798319894543,4019.155140699761
Country A,South,2020,Spring,UV,53.8155054857685,7.0534850118324135,0.08689721121323934,6.162969669087171,48.31001079680428,6.509800283617729,385,87,12,13,38.670516308868145,73.23878698407754,31.1851002993653,3332.099421550675,23.51704583660723,78.98505615600862,2244.818839884472,31.477953017847412,2557.825025197006
Country A,East,2020,Piped,Boiling,71.97508349618026,6.484372877342844,1.3085090195709437,6.927667513884834,22.64059060723197,9.640497064850429,306,102,10,27,37.81039563214455,57.84963438293835,90.27564993795994,7660.433158259402,77.83688806038977,55.57159006778919,2180.0454144714195,17.892159927912882,3748.990107483454
Country C,East,2018,Well,Boiling,79.48997547752522,5.508862965529339,0.9306910402689272,7.8589700587473335,23.240162766940426,9.349978890558404,146,30,5,27,44.01467208703706,83.66478428448062,34.67126683819262,1699.3401047169896,10.966254704710233,13.42425719046397,2684.834721907558,36.779953675193305,964.3181218521387
Country B,Central,2021,Well,None,10.844851365677554,6.0353022495412185,9.161327252278358,7.420426065227552,23.844913016048004,18.654282522180452,5,22,13,14,18.695743863024735,70.2685873602655,83.84845113235728,11505.539074369852,17.079740526340093,49.89625657292095,1499.6933686261889,35.14053028971354,230.40333062146098
Country C,West,2022,Spring,Boiling,7.048123407349505,7.746685536016381,0.8018751609164354,11.17179939799089,25.898558896557013,11.01443642096587,417,67,16,0,47.72526496804904,73.19487009307969,42.68305034027015,3679.535885694898,0.9495875159755696,58.939551239210786,2666.4800340157535,37.92105763842696,1577.569211533392
Country C,West,2019,Well,UV,19.832796662229757,5.26788700005115,1.5543165392538272,5.126617554197383,38.24415165627114,0.7643092239080485,164,89,2,5,4.123403810038084,87.4685284793087,99.15421024370931,10602.807419537905,79.81311472394111,42.238179880814485,1535.4720509552174,31.15476313115699,3883.7679424665293
Country B,North,2022,River,Chlorination,61.77813732634211,7.465482246370264,7.197377390306791,8.403940955852708,36.90114897544024,10.905832002331564,17,79,2,4,17.156621637279308,48.81767030485061,63.69856943149405,14957.873587342812,19.66053953370317,47.342959992665854,1979.9091175457934,25.860286365157897,174.04479619982075
Country B,West,2023,River,Chlorination,41.89620038592595,6.1738792777577505,0.8778366156497597,5.025191219484872,35.38600186070672,9.470329111921734,44,6,7,28,39.022602688105785,87.99360492436765,59.16428776380552,15863.6160962755,92.95647192696559,78.0848354365854,2819.436361375036,29.52872824137517,4657.966712803487
Country B,North,2021,Lake,Chlorination,16.50578550040349,6.5993810563798725,8.774819314434193,8.810233864444154,37.741651341137825,17.633826153689842,335,120,16,26,23.819128062262905,47.5037711938792,34.4658488254465,6178.06635526548,50.07773669731972,22.290766293282715,1451.3756386820494,19.03692656497392,2781.9682672509757
Country A,North,2020,Lake,Filtration,93.12001455702885,6.818922083742578,8.538288623685737,8.220893621862128,30.46291552609668,15.066465950565433,370,39,8,27,19.165319472323272,94.88723201458299,73.99563162870783,6207.606361427157,95.78821513771261,32.97462072155626,1530.2675260392873,14.540644699430228,4955.148810216091
Country B,East,2021,River,UV,1.5179625644462624,7.550580286249872,1.207604881172416,8.593979381125289,13.110619833357784,4.913050360039746,290,95,14,20,22.052643238359437,79.66350772228957,30.4911832981554,1806.9959785807716,83.11780335253307,37.361033040399896,1590.1232400553797,38.06015480725023,3475.643353509048
Country C,North,2018,River,Filtration,77.79193227780789,6.714916473936748,3.5007462383098797,2.234497565294325,45.54356376801903,18.778071161061142,159,35,7,3,46.11368915829202,46.334329942692705,43.66000803617023,18911.429284509984,88.76796887345172,10.89965321183536,1238.0521423141736,24.896223757292216,716.3232779081344
Country C,West,2020,Spring,Chlorination,28.371237138846972,6.382595707786177,9.137535406012804,7.865749910759468,29.41143846115979,3.804227316449509,272,50,0,8,9.407308212326788,67.04213874140153,63.60014968214603,9300.930042275671,49.51802798037588,57.432555211972776,632.994888012061,38.84022378790788,1602.8177154518107
Country A,South,2021,Lake,Filtration,61.755459349778164,8.68900989777025,8.889011883157675,11.35702858725892,28.674661619573566,13.590956847197244,11,87,0,14,15.654294476736114,49.377276970335544,86.0085142442654,1688.5583825298754,30.512781605671,61.126163543308074,682.3702484438031,38.388065438236964,1189.9516470805981
Country B,East,2023,Piped,Filtration,52.481479552801545,8.624400339233258,0.002880296810169325,6.337944253111603,38.07821451678205,6.207932273671513,64,70,16,8,46.59528511259543,56.17923541622868,78.15939257500185,7087.9660731538615,83.30294890585364,29.202979317901097,2121.549529932138,18.96858065009294,1775.2215676577832
Country A,South,2018,River,Boiling,66.44887112963612,7.65597472732591,2.3688662195266263,9.41305790960256,27.829960455751163,17.386920905336165,358,25,14,18,41.77502183358271,53.42033117672213,62.77914551846585,8363.191316936023,90.52737101182177,24.597375302427025,1725.094223677169,15.743428179135607,2610.193240840798
Country A,Central,2022,Spring,Boiling,51.81961231011278,7.6608685461422965,5.4389969766149875,5.705341831858488,31.649873003758138,15.901876092282292,117,57,8,3,6.387317628957373,70.88900043466168,84.43812706202907,16458.280917613236,58.43247085700969,40.19663690113213,2209.097043465713,13.167438123291301,4090.0096071922085
Country A,South,2019,River,Boiling,96.59369908380381,6.899987305699765,9.958342642646027,3.1318555278577214,25.004200766639723,0.17691291927615316,256,37,14,17,37.630088590578175,94.62474034574475,98.50447026482979,18965.26776512224,12.932871014447677,23.919302781132394,1213.9932671061988,30.229264590736893,790.7937296060088
Country B,Central,2020,Spring,Filtration,66.82353587897596,5.425238899970182,0.6491875866703678,2.870591168731063,20.012316007470748,4.007662042936033,76,10,14,12,8.474693032041248,60.66503691018032,74.71705297048581,7463.172934021182,17.295305217983902,78.03303719409703,1873.8588958033122,13.307921785908828,2881.1237698901423
Country B,North,2018,Piped,None,46.62990631975673,6.027251776081857,2.9123994319381143,11.75163499321445,21.02465561716927,3.946847338836239,173,56,13,2,17.783136392067483,57.91968225531339,67.32685855543795,16620.30937810905,0.44448200645973435,12.008339903463616,2250.822876059199,36.1399804174832,3753.0888506383794
